"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CD","CI","CLC","CLLC","CLOC","DLOC","LDC","LLDC","LLOC","LOC","McCC","NII","NL","NLE","NOI","NOS","NUMPAR","TCD","TCLOC","TLLOC","TLOC","TNOS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Anti Pattern","Compiler","Clone Metric Rules","Complexity Metric Rules","Coupling Metric Rules","Documentation Metric Rules","Size Metric Rules"
"L3111","FindCacheKey","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TPartition>.FindCacheKey<TResult>(SharpRepository.Repository.Specifications.ISpecification<T>, SharpRepository.Repository.Queries.IQueryOptions<T>, Expression<Func<T, TResult>>)string","L2606","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","683","9","691","10","0","0","0","0","0","0","0","0","0","0","0","8","9","6","0","0","0","5","3","3","0","0","8","9","3","0","0","0","0","0","0","0","0","0","0","0","0"
"L3102","GetGeneration","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TPartition>.GetGeneration()int","L2606","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","693","9","698","10","0","0","0","0","0","0","0","1","0","0","0","5","6","3","0","0","0","5","3","0","0","1","5","6","3","0","0","0","0","0","0","0","0","0","0","0","0"
"L3080","IncrementGeneration","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TPartition>.IncrementGeneration()int","L2606","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","700","9","705","10","0","0","0","0","0","0","0","0","0","0","0","5","6","2","0","0","0","4","2","0","0","0","5","6","2","0","0","0","0","0","0","0","0","0","0","0","0"
"L3115","GetGenerationKey","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TPartition>.GetGenerationKey()string","L2606","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","707","9","710","10","0","0","0","0","0","0","0","0","0","0","0","4","4","1","0","0","0","2","1","0","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L3109","GetPartitionGeneration","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TPartition>.GetPartitionGeneration(TPartition)int","L2606","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","712","9","717","10","0","0","0","0","0","0","0","1","0","0","0","5","6","3","0","0","0","5","3","1","0","1","5","6","3","0","0","0","0","0","0","0","0","0","0","0","0"
"L3085","IncrementPartitionGeneration","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TPartition>.IncrementPartitionGeneration(TPartition)int","L2606","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","719","9","722","10","0","0","0","0","0","0","0","0","0","0","0","4","4","2","0","0","0","4","1","1","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L3118","GetPartitionGenerationKey","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TPartition>.GetPartitionGenerationKey(TPartition)string","L2606","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","724","9","727","10","0","0","0","0","0","0","0","0","0","0","0","4","4","1","0","0","0","2","1","1","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L3125","get_WriteThroughCachingEnabled","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TKey3, TPartition>.WriteThroughCachingEnabled.getbool","L2619","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","732","50","732","54","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3128","set_WriteThroughCachingEnabled","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TKey3, TPartition>.WriteThroughCachingEnabled.setvoid","L2619","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","732","55","732","59","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3130","get_GenerationalCachingEnabled","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TKey3, TPartition>.GenerationalCachingEnabled.getbool","L2619","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","733","50","733","54","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3133","set_GenerationalCachingEnabled","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TKey3, TPartition>.GenerationalCachingEnabled.setvoid","L2619","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","733","55","733","59","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3135","get_Partition","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TKey3, TPartition>.Partition.getExpression<Func<T, TPartition>>","L2619","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","734","60","734","64","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2626","set_Partition","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TKey3, TPartition>.Partition.setvoid","L2619","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","734","65","734","69","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3139",".ctor","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TKey3, TPartition>.StandardCompoundKeyCachingStrategyBase(int?, SharpRepository.Repository.Caching.ICachingProvider)void","L2619","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","736","9","742","10","0","0","0","0","0","0","0","0","0","0","0","7","7","1","0","0","0","4","3","2","0","0","7","7","3","0","0","0","0","0","0","0","0","0","0","0","0"
"L3145","TryGetResult","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TKey3, TPartition>.TryGetResult<TResult>(TKey, TKey2, TKey3, Expression<Func<T, TResult>>, out TResult)bool","L2619","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","744","9","752","10","0","0","0","0","0","0","0","0","0","0","0","7","9","2","0","0","0","3","4","5","0","0","7","9","4","0","0","0","0","0","0","0","0","0","0","0","0"
"L3156","SaveGetResult","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TKey3, TPartition>.SaveGetResult<TResult>(TKey, TKey2, TKey3, Expression<Func<T, TResult>>, TResult)void","L2619","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","754","9","759","10","0","0","0","0","0","0","0","0","0","0","0","5","6","2","0","0","0","3","3","5","0","0","5","6","3","0","0","0","0","0","0","0","0","0","0","0","0"
"L3166","TryGetAllResult","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TKey3, TPartition>.TryGetAllResult<TResult>(SharpRepository.Repository.Queries.IQueryOptions<T>, Expression<Func<T, TResult>>, out IEnumerable<TResult>)bool","L2619","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","761","9","768","10","0","0","0","0","0","0","0","0","0","0","0","6","8","2","0","0","0","2","4","3","0","0","6","8","4","0","0","0","0","0","0","0","0","0","0","0","0"
"L3171","SaveGetAllResult","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TKey3, TPartition>.SaveGetAllResult<TResult>(SharpRepository.Repository.Queries.IQueryOptions<T>, Expression<Func<T, TResult>>, IEnumerable<TResult>)void","L2619","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","770","9","775","10","0","0","0","0","0","0","0","0","0","0","0","5","6","2","0","0","0","2","3","3","0","0","5","6","3","0","0","0","0","0","0","0","0","0","0","0","0"
"L3175","TryFindAllResult","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TKey3, TPartition>.TryFindAllResult<TResult>(SharpRepository.Repository.Specifications.ISpecification<T>, SharpRepository.Repository.Queries.IQueryOptions<T>, Expression<Func<T, TResult>>, out IEnumerable<TResult>)bool","L2619","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","777","9","784","10","0","0","0","0","0","0","0","0","0","0","0","6","8","2","0","0","0","2","4","4","0","0","6","8","4","0","0","0","0","0","0","0","0","0","0","0","0"
"L3180","SaveFindAllResult","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TKey3, TPartition>.SaveFindAllResult<TResult>(SharpRepository.Repository.Specifications.ISpecification<T>, SharpRepository.Repository.Queries.IQueryOptions<T>, Expression<Func<T, TResult>>, IEnumerable<TResult>)void","L2619","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","786","9","791","10","0","0","0","0","0","0","0","0","0","0","0","5","6","2","0","0","0","2","3","4","0","0","5","6","3","0","0","0","0","0","0","0","0","0","0","0","0"
"L3185","TryFindResult","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TKey3, TPartition>.TryFindResult<TResult>(SharpRepository.Repository.Specifications.ISpecification<T>, SharpRepository.Repository.Queries.IQueryOptions<T>, Expression<Func<T, TResult>>, out TResult)bool","L2619","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","793","9","800","10","0","0","0","0","0","0","0","0","0","0","0","6","8","2","0","0","0","3","4","4","0","0","6","8","4","0","0","0","0","0","0","0","0","0","0","0","0"
"L3190","SaveFindResult","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TKey3, TPartition>.SaveFindResult<TResult>(SharpRepository.Repository.Specifications.ISpecification<T>, SharpRepository.Repository.Queries.IQueryOptions<T>, Expression<Func<T, TResult>>, TResult)void","L2619","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","802","9","806","10","0","0","0","0","0","0","0","0","0","0","0","5","5","2","0","0","0","2","2","4","0","0","5","5","2","0","0","0","0","0","0","0","0","0","0","0","0"
"L3195","Add","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TKey3, TPartition>.Add(TKey, TKey2, TKey3, T)void","L2619","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","808","9","816","10","0","0","0","0","0","0","0","0","0","0","0","7","9","3","0","0","0","5","4","4","0","0","7","9","4","0","0","0","0","0","0","0","0","0","0","0","0"
"L3206","Update","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TKey3, TPartition>.Update(TKey, TKey2, TKey3, T)void","L2619","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","818","9","825","10","0","0","0","0","0","0","0","0","0","0","0","7","8","3","0","0","0","5","4","4","0","0","7","8","4","0","0","0","0","0","0","0","0","0","0","0","0"
"L3211","Delete","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TKey3, TPartition>.Delete(TKey, TKey2, TKey3, T)void","L2619","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","827","9","834","10","0","0","0","0","0","0","0","0","0","0","0","7","8","3","0","0","0","5","4","4","0","0","7","8","4","0","0","0","0","0","0","0","0","0","0","0","0"
"L3216","Save","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TKey3, TPartition>.Save()void","L2619","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","836","9","840","10","0","0","0","0","0","0","0","1","0","0","0","4","5","1","0","0","0","1","1","0","0","1","4","5","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L3204","CheckPartitionUpdate","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TKey3, TPartition>.CheckPartitionUpdate(T)void","L2619","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","848","9","856","10","0","0","0","0","0","0","0","7","5","0","0","7","9","2","0","0","0","2","2","1","0","7","7","9","2","0","0","0","0","0","0","0","0","0","0","0","0"
"L3220","TryPartitionValue","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TKey3, TPartition>.TryPartitionValue(T, out TPartition)bool","L2619","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","858","9","882","10","0","0","0","0","0","0","0","1","0","0","0","16","25","5","0","0","0","1","13","2","0","1","16","25","13","0","0","0","0","0","0","0","0","0","0","0","0"
"L3229","TryPartitionValue","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TKey3, TPartition>.TryPartitionValue(SharpRepository.Repository.Specifications.ISpecification<T>, out TPartition)bool","L2619","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","886","9","910","10","1","1","4","0","1","1","1","2","2","25","18","18","25","6","0","0","0","2","13","2","0","2","18","25","13","0","0","7","0","0","0","0","7","0","0","0","0"
"L3232","RecurseExpressionTree","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TKey3, TPartition>.RecurseExpressionTree(string, Expression, ref List<TPartition>)void","L2619","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","912","9","1021","10","1","1","20","0","1","1","1","15","0","110","80","82","110","27","0","0","0","0","49","3","0","15","82","110","49","0","0","10","0","0","1","0","7","1","0","0","2"
"L3236","GetAllCacheKey","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TKey3, TPartition>.GetAllCacheKey<TResult>(SharpRepository.Repository.Queries.IQueryOptions<T>, Expression<Func<T, TResult>>)string","L2619","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","1023","9","1026","10","0","0","0","0","0","0","0","0","0","0","0","4","4","3","0","0","0","3","1","2","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L3241","FindAllCacheKey","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TKey3, TPartition>.FindAllCacheKey<TResult>(SharpRepository.Repository.Specifications.ISpecification<T>, SharpRepository.Repository.Queries.IQueryOptions<T>, Expression<Func<T, TResult>>)string","L2619","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","1028","9","1036","10","0","0","0","0","0","0","0","0","0","0","0","8","9","6","0","0","0","5","3","3","0","0","8","9","3","0","0","0","0","0","0","0","0","0","0","0","0"
"L3248","FindCacheKey","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TKey3, TPartition>.FindCacheKey<TResult>(SharpRepository.Repository.Specifications.ISpecification<T>, SharpRepository.Repository.Queries.IQueryOptions<T>, Expression<Func<T, TResult>>)string","L2619","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","1038","9","1046","10","0","0","0","0","0","0","0","0","0","0","0","8","9","6","0","0","0","5","3","3","0","0","8","9","3","0","0","0","0","0","0","0","0","0","0","0","0"
"L3239","GetGeneration","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TKey3, TPartition>.GetGeneration()int","L2619","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","1048","9","1053","10","0","0","0","0","0","0","0","1","0","0","0","5","6","3","0","0","0","5","3","0","0","1","5","6","3","0","0","0","0","0","0","0","0","0","0","0","0"
"L3217","IncrementGeneration","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TKey3, TPartition>.IncrementGeneration()int","L2619","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","1055","9","1060","10","0","0","0","0","0","0","0","0","0","0","0","5","6","2","0","0","0","4","2","0","0","0","5","6","2","0","0","0","0","0","0","0","0","0","0","0","0"
"L3252","GetGenerationKey","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TKey3, TPartition>.GetGenerationKey()string","L2619","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","1062","9","1065","10","0","0","0","0","0","0","0","0","0","0","0","4","4","1","0","0","0","2","1","0","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L3246","GetPartitionGeneration","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TKey3, TPartition>.GetPartitionGeneration(TPartition)int","L2619","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","1067","9","1072","10","0","0","0","0","0","0","0","1","0","0","0","5","6","3","0","0","0","5","3","1","0","1","5","6","3","0","0","0","0","0","0","0","0","0","0","0","0"
"L3222","IncrementPartitionGeneration","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TKey3, TPartition>.IncrementPartitionGeneration(TPartition)int","L2619","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","1074","9","1077","10","0","0","0","0","0","0","0","0","0","0","0","4","4","2","0","0","0","4","1","1","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L3255","GetPartitionGenerationKey","SharpRepository.Repository.Caching.StandardCompoundKeyCachingStrategyBase<T, TKey, TKey2, TKey3, TPartition>.GetPartitionGenerationKey(TPartition)string","L2619","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardCompoundKeyCachingStrategyBase.cs","1079","9","1082","10","0","0","0","0","0","0","0","0","0","0","0","4","4","1","0","0","0","2","1","1","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L3259",".ctor","SharpRepository.Repository.Caching.StandardConfigCachingStrategyFactory.StandardConfigCachingStrategyFactory(SharpRepository.Repository.Configuration.ICachingStrategyConfiguration)void","L2804","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardConfigCachingStrategyFactory.cs","8","9","11","10","0","0","0","0","0","0","0","0","0","0","0","4","4","1","0","0","0","1","0","1","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3261","GetInstance","SharpRepository.Repository.Caching.StandardConfigCachingStrategyFactory.GetInstance<T, TKey>(SharpRepository.Repository.Caching.ICachingProvider)SharpRepository.Repository.Caching.ICachingStrategy<T, TKey>","L2804","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardConfigCachingStrategyFactory.cs","13","9","31","10","0","0","0","0","0","0","0","0","0","0","0","16","19","3","0","0","0","6","6","1","0","0","16","19","6","0","0","0","0","0","0","0","0","0","0","0","0"
"L3273","GetInstance","SharpRepository.Repository.Caching.StandardConfigCachingStrategyFactory.GetInstance<T, TKey, TKey2>(SharpRepository.Repository.Caching.ICachingProvider)SharpRepository.Repository.Caching.ICompoundKeyCachingStrategy<T, TKey, TKey2>","L2804","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardConfigCachingStrategyFactory.cs","33","9","51","10","0","0","0","0","0","0","0","0","0","0","0","16","19","3","0","0","0","6","6","1","0","0","16","19","6","0","0","0","0","0","0","0","0","0","0","0","0"
"L3279","GetInstance","SharpRepository.Repository.Caching.StandardConfigCachingStrategyFactory.GetInstance<T, TKey, TKey2, TKey3>(SharpRepository.Repository.Caching.ICachingProvider)SharpRepository.Repository.Caching.ICompoundKeyCachingStrategy<T, TKey, TKey2, TKey3>","L2804","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardConfigCachingStrategyFactory.cs","53","9","71","10","0","0","0","0","0","0","0","0","0","0","0","16","19","3","0","0","0","6","6","1","0","0","16","19","6","0","0","0","0","0","0","0","0","0","0","0","0"
"L3285","GetCompoundKeyInstance","SharpRepository.Repository.Caching.StandardConfigCachingStrategyFactory.GetCompoundKeyInstance<T>(SharpRepository.Repository.Caching.ICachingProvider)SharpRepository.Repository.Caching.ICompoundKeyCachingStrategy<T>","L2804","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\StandardConfigCachingStrategyFactory.cs","73","9","91","10","0","0","0","0","0","0","0","0","0","0","0","16","19","3","0","0","0","6","6","1","0","0","16","19","6","0","0","0","0","0","0","0","0","0","0","0","0"
"L3297",".ctor","SharpRepository.Repository.Caching.TimeoutCachingStrategy<T, TKey>.TimeoutCachingStrategy(int, SharpRepository.Repository.Caching.ICachingProvider)void","L3291","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\TimeoutCachingStrategy.cs","15","9","19","10","0","0","0","0","0","0","0","5","5","0","0","4","5","1","0","0","0","1","0","2","0","5","4","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3305",".ctor","SharpRepository.Repository.Caching.TimeoutCachingStrategy<T>.TimeoutCachingStrategy(int, SharpRepository.Repository.Caching.ICachingProvider)void","L3303","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\TimeoutCachingStrategy.cs","33","9","37","10","0","0","0","0","0","0","0","5","5","0","0","4","5","1","0","0","0","1","0","2","0","5","4","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3317",".ctor","SharpRepository.Repository.Caching.TimeoutCachingStrategy<T, TKey, TKey2>.TimeoutCachingStrategy(int, SharpRepository.Repository.Caching.ICachingProvider)void","L3311","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\TimeoutCachingStrategy.cs","53","9","57","10","0","0","0","0","0","0","0","5","5","0","0","4","5","1","0","0","0","1","0","2","0","5","4","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3329",".ctor","SharpRepository.Repository.Caching.TimeoutCachingStrategy<T, TKey, TKey2, TKey3>.TimeoutCachingStrategy(int, SharpRepository.Repository.Caching.ICachingProvider)void","L3323","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\TimeoutCachingStrategy.cs","74","9","78","10","0","0","0","0","0","0","0","5","5","0","0","4","5","1","0","0","0","1","0","2","0","5","4","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3335","get_TimeoutInSeconds","SharpRepository.Repository.Caching.TimeoutCachingStrategyBase<T, TKey>.TimeoutInSeconds.getint","L3293","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\TimeoutCachingStrategyBase.cs","12","39","12","43","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3338","set_TimeoutInSeconds","SharpRepository.Repository.Caching.TimeoutCachingStrategyBase<T, TKey>.TimeoutInSeconds.setvoid","L3293","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\TimeoutCachingStrategyBase.cs","12","44","12","48","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3300",".ctor","SharpRepository.Repository.Caching.TimeoutCachingStrategyBase<T, TKey>.TimeoutCachingStrategyBase(int, int?, SharpRepository.Repository.Caching.ICachingProvider)void","L3293","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\TimeoutCachingStrategyBase.cs","14","9","18","10","0","0","0","0","0","0","0","0","0","0","0","5","5","1","0","0","0","2","1","3","0","0","5","5","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L3344","Add","SharpRepository.Repository.Caching.TimeoutCachingStrategyBase<T, TKey>.Add(TKey, T)void","L3293","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\TimeoutCachingStrategyBase.cs","20","9","24","10","0","0","0","0","0","0","0","1","0","0","0","4","5","1","0","0","0","2","1","2","0","1","4","5","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L3352","Update","SharpRepository.Repository.Caching.TimeoutCachingStrategyBase<T, TKey>.Update(TKey, T)void","L3293","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\Caching\TimeoutCachingStrategyBase.cs","26","9","30","10","0","0","0","0","0","0","0","1","0","0","0","4","5","1","0","0","0","2","1","2","0","1","4","5","1","0","0","0","0","0","0","0","0","0","0","0","0"
