"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","AD","CBO","CBOI","CC","CCL","CCO","CD","CI","CLC","CLLC","CLOC","DIT","DLOC","LCOM5","LDC","LLDC","LLOC","LOC","NA","NG","NII","NL","NLA","NLE","NLG","NLM","NLPA","NLPM","NLS","NM","NOA","NOC","NOD","NOI","NOP","NOS","NPA","NPM","NS","PDA","PUA","RFC","TCD","TCLOC","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WMC","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Anti Pattern","Compiler","Clone Metric Rules","Cohesion Metric Rules","Complexity Metric Rules","Coupling Metric Rules","Documentation Metric Rules","Inheritance Metric Rules","Size Metric Rules"
"L5213","ConfigurationBasedCompoundKeyRepository","SharpRepository.Repository.ConfigurationBasedCompoundKeyRepository<T>","L125","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\ConfigurationBasedCompoundKeyRepository.cs","581","5","853","6","0","14","0","0","0","0","0","0","0","0","0","3","0","1","0","0","218","273","0","2","0","0","0","0","1","54","0","54","1","106","7","0","0","35","7","54","0","106","2","0","55","89","0","0","218","273","0","2","0","1","54","0","54","1","106","54","0","106","2","54","0","0","13","0","0","1","0","0","0","0","2","1","2","8"
"L5385","ConfigurationBasedRepository","SharpRepository.Repository.ConfigurationBasedRepository<T>","L125","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\ConfigurationBasedRepository.cs","16","5","21","6","0","11","0","0","0","0","0","0","0","0","0","5","0","0","0","0","6","6","0","16","0","0","0","0","0","1","0","1","0","329","10","0","0","1","10","0","0","329","8","0","2","2","0","0","6","6","0","16","0","0","1","0","1","0","329","0","0","329","8","1","0","0","9","0","0","0","0","0","0","0","1","1","2","5"
"L5387","ConfigurationBasedRepository","SharpRepository.Repository.ConfigurationBasedRepository<T, TKey>","L125","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\ConfigurationBasedRepository.cs","28","5","843","6","0.0060241","18","0","0","0","0","0","0","0","0","5","4","5","1","0","0","635","816","0","16","0","0","0","0","8","165","0","165","4","328","9","2","2","128","9","165","0","328","8","1","165","293","0","5","635","816","0","16","0","8","165","0","165","4","328","165","0","328","8","165","0","0","18","0","0","2","0","0","0","1","3","1","2","11"
"L1147","DefaultRepositoryConventions","SharpRepository.Repository.DefaultRepositoryConventions","L125","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\DefaultRepositoryConventions.cs","9","5","40","6","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","21","32","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","21","32","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"L6660","RepositoryBase","SharpRepository.Repository.RepositoryBase<T, TKey>","L125","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\DisabledCache.cs","5","5","37","6","0.0181818","34","0","0.0218061","2","13","0","3","0","0","27","4","9","30","0","0","1345","1693","0","19","0","0","0","0","11","205","0","164","6","368","9","1","46","39","9","469","0","327","10","3","162","244","0","29","1486","1879","0","29","0","18","228","0","185","8","404","529","0","361","14","326","0","0","57","0","0","2","0","27","2","1","2","6","2","17"
"L7146","LinqCompoundKeyRepositoryBase","SharpRepository.Repository.LinqCompoundKeyRepositoryBase<T>","L125","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\LinqCompoundKeyRepositoryBase.cs","13","5","99","6","0.333333","13","0","0","0","0","0","0","0","0","3","4","1","1","0","0","65","87","0","7","0","0","0","0","0","11","0","2","0","156","9","4","8","7","8","28","0","120","3","1","2","18","0","3","65","87","0","7","0","0","11","0","2","0","156","28","0","120","3","15","0","0","8","0","0","0","0","0","0","0","1","1","2","4"
"L7192","LinqCompoundKeyRepositoryBase","SharpRepository.Repository.LinqCompoundKeyRepositoryBase<T, TKey, TKey2>","L125","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\LinqCompoundKeyRepositoryBase.cs","102","5","188","6","0.333333","13","0","0","0","0","0","0","0","0","3","4","1","1","0","0","65","87","0","7","0","0","0","0","0","11","0","2","0","158","9","5","11","7","8","28","0","122","3","1","2","18","0","3","65","87","0","7","0","0","11","0","2","0","158","28","0","122","3","15","0","0","8","0","0","0","0","0","0","0","1","1","2","4"
"L7227","LinqCompoundKeyRepositoryBase","SharpRepository.Repository.LinqCompoundKeyRepositoryBase<T, TKey, TKey2, TKey3>","L125","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\LinqCompoundKeyRepositoryBase.cs","191","5","277","6","0.333333","13","0","0","0","0","0","0","0","0","3","4","1","1","0","0","65","87","0","7","0","0","0","0","0","11","0","2","0","158","9","5","11","7","8","28","0","122","3","1","2","18","0","3","65","87","0","7","0","0","11","0","2","0","158","28","0","122","3","15","0","0","8","0","0","0","0","0","0","0","1","1","2","4"
"L3631","LinqRepositoryBase","SharpRepository.Repository.LinqRepositoryBase<T, TKey>","L125","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\LinqRepositoryBase.cs","12","5","150","6","0","15","0","0","0","0","0","0","0","0","2","5","0","1","0","0","96","139","0","19","0","0","0","0","0","13","0","2","0","381","10","12","45","8","10","52","0","329","10","0","3","21","0","2","96","139","0","19","0","0","13","0","2","0","381","52","0","329","10","18","0","0","10","0","0","0","0","0","0","0","1","1","3","5"
"L7837","RepositoryConventions","SharpRepository.Repository.RepositoryConventions","L125","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\RepositoryConventions.cs","5","5","13","6","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","8","9","0","2","0","0","0","0","1","3","0","3","1","5","1","0","0","0","1","1","0","5","2","0","4","3","0","0","8","9","0","2","0","1","3","0","3","1","5","1","0","5","2","3","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"L4766","RepositoryFactory","SharpRepository.Repository.RepositoryFactory","L125","L103","D:\DataCollection\repos\SharpRepository_SharpRepository\SharpRepository.Repository\RepositoryFactory.cs","12","5","281","6","0.125","8","0","0","0","0","0","0","0","0","11","0","3","7","0","0","210","270","0","0","0","0","0","0","0","27","0","23","0","27","0","0","0","9","0","87","0","23","0","3","21","36","0","11","210","270","0","0","0","0","27","0","23","0","27","87","0","23","0","47","0","0","5","0","0","0","0","0","1","0","0","1","0","3"
