"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","AD","CBO","CBOI","CC","CCL","CCO","CD","CI","CLC","CLLC","CLOC","DIT","DLOC","LCOM5","LDC","LLDC","LLOC","LOC","NA","NG","NII","NL","NLA","NLE","NLG","NLM","NLPA","NLPM","NLS","NM","NOA","NOC","NOD","NOI","NOP","NOS","NPA","NPM","NS","PDA","PUA","RFC","TCD","TCLOC","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WMC","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Anti Pattern","Compiler","Clone Metric Rules","Cohesion Metric Rules","Complexity Metric Rules","Coupling Metric Rules","Documentation Metric Rules","Inheritance Metric Rules","Size Metric Rules"
"L486","ValueMappingAttribute","Magicodes.ExporterAndImporter.Core.ValueMappingAttribute","L104","L103","D:\DataCollection\repos\dotnetcore_Magicodes.IE\src\Magicodes.ExporterAndImporter.Core\ValueMappingAttribute.cs","21","5","44","6","0.75","0","0","0","0","0","0","0","0","0","11","0","11","0","0","0","11","24","0","2","0","0","0","0","2","3","0","3","0","3","0","0","0","0","0","2","0","3","0","3","1","3","0","11","11","24","0","2","0","2","3","0","3","0","3","2","0","3","0","3","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"L40532","ExcelExporter","Magicodes.ExporterAndImporter.Excel.ExcelExporter","L1621","L40497","D:\DataCollection\repos\dotnetcore_Magicodes.IE\src\Magicodes.ExporterAndImporter.Excel\ExcelExporter.cs","36","5","710","6","0.9","12","0","0.610822","6","48","0","16","0.422222","0.599138","139","2","129","21","285","278","465","675","0","0","0","0","0","0","0","30","0","29","0","57","3","0","0","35","3","199","0","56","0","27","3","65","0","139","465","675","0","0","0","0","30","0","29","0","57","199","0","56","0","75","0","0","91","0","0","1","0","77","1","1","6","1","1","4"
"L40791","ExcelExporterAttribute","Magicodes.ExporterAndImporter.Excel.ExcelExporterAttribute","L1621","L40497","D:\DataCollection\repos\dotnetcore_Magicodes.IE\src\Magicodes.ExporterAndImporter.Excel\ExcelExporterAttribute.cs","22","5","44","6","1","3","0","0","0","0","0","0","0","0","14","1","14","0","0","0","7","23","0","14","0","0","0","0","4","8","0","8","4","28","1","0","0","0","1","0","0","28","14","9","0","8","0","14","7","23","0","14","0","4","8","0","8","4","28","0","0","28","14","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L40820","ExcelImporter","Magicodes.ExporterAndImporter.Excel.ExcelImporter","L1621","L40497","D:\DataCollection\repos\dotnetcore_Magicodes.IE\src\Magicodes.ExporterAndImporter.Excel\ExcelImporter.cs","31","5","376","6","1","8","0","0.406295","2","14","0","4","0.265896","0.349345","96","2","81","12","92","80","227","346","0","0","0","0","0","0","0","12","0","11","0","23","2","0","0","28","2","110","0","22","0","12","0","40","0","96","227","346","0","0","0","0","12","0","11","0","23","110","0","22","0","42","0","0","36","0","0","0","0","33","1","0","1","0","1","0"
"L40838","ExcelImporterAttribute","Magicodes.ExporterAndImporter.Excel.ExcelImporterAttribute","L1621","L40497","D:\DataCollection\repos\dotnetcore_Magicodes.IE\src\Magicodes.ExporterAndImporter.Excel\ExcelImporterAttribute.cs","19","5","67","6","0.933333","1","0","0","0","0","0","0","0","0","21","1","21","0","0","0","12","49","0","12","0","0","0","0","7","14","0","14","7","24","1","0","0","0","1","0","0","24","12","14","1","14","0","21","12","49","0","12","0","7","14","0","14","7","24","0","0","24","12","14","0","0","3","0","0","0","0","0","0","0","0","1","0","2"
"L1632","ExternalAssemblyReferenceResolver","Magicodes.ExporterAndImporter.Html.ExternalAssemblyReferenceResolver","L1626","L1625","D:\DataCollection\repos\dotnetcore_Magicodes.IE\src\Magicodes.ExporterAndImporter.Html\ExternalAssemblyReferenceResolver.cs","25","5","49","6","0.333333","0","0","0","0","0","0","0","0","0","4","0","3","1","0","0","23","25","0","0","0","0","0","0","0","2","0","2","0","2","0","0","0","0","0","7","0","2","0","1","2","2","0","4","23","25","0","0","0","0","2","0","2","0","2","7","0","2","0","4","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"L1658","HtmlExporter","Magicodes.ExporterAndImporter.Html.HtmlExporter","L1626","L1625","D:\DataCollection\repos\dotnetcore_Magicodes.IE\src\Magicodes.ExporterAndImporter.Html\HtmlExporter.cs","31","5","196","6","1","11","0","0","0","0","0","0","0","0","82","3","81","5","0","0","76","166","0","0","0","0","0","0","0","12","0","9","0","18","6","0","0","1","6","27","0","15","0","10","0","13","0","82","76","166","0","0","0","0","12","0","9","0","18","27","0","15","0","13","0","0","4","0","0","0","0","0","1","0","1","0","2","0"
"L1750","WordExporter","Magicodes.ExporterAndImporter.Word.WordExporter","L1738","L1737","D:\DataCollection\repos\dotnetcore_Magicodes.IE\src\Magicodes.ExporterAndImporter.Word\WordExporter.cs","62","5","248","6","1","2","0","0.535194","2","10","0","5","0.465241","0.598425","34","1","33","6","87","76","128","187","0","0","0","0","0","0","0","6","0","5","0","6","1","0","0","0","1","71","0","5","0","6","0","6","0","34","128","187","0","0","0","0","6","0","5","0","6","71","0","5","0","12","0","0","27","0","0","0","0","26","1","0","0","0","0","0"
"L43826","AutoMap","Magicodes.ExporterAndImporter.Csv.AutoMap<T>","L43815","L43814","D:\DataCollection\repos\dotnetcore_Magicodes.IE\src\Magicodes.ExporterAndImporter.Csv\AutoMap.cs","13","5","84","6","1","5","0","0","0","0","0","0","0","0","11","0","11","1","0","0","64","72","0","0","0","0","0","0","0","2","0","1","0","2","0","0","0","9","0","33","0","1","0","2","0","11","0","11","64","72","0","0","0","0","2","0","1","0","2","33","0","1","0","17","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"L43864","CsvExporter","Magicodes.ExporterAndImporter.Csv.CsvExporter","L43815","L43814","D:\DataCollection\repos\dotnetcore_Magicodes.IE\src\Magicodes.ExporterAndImporter.Csv\CsvExporter.cs","15","5","120","6","0.538462","4","0","0","0","0","0","0","0","0","42","2","42","12","0","0","58","106","0","0","0","0","0","0","0","12","0","12","0","24","2","0","0","6","2","19","0","24","0","7","6","18","0","42","58","106","0","0","0","0","12","0","12","0","24","19","0","24","0","12","0","0","3","0","0","0","0","0","1","0","0","1","1","0"
